comment,Comment to English,Emoji to text,prediction,max_sentiment_label,max_sentiment_value
ভাই টিকেট গুলা মান্থলি নেনা প্রতিদিনের টিকেট প্রতিদিন ইউজ হয়,Brother tickets are used everyday tickets to Nena Nena,Brother tickets are used everyday tickets to Nena Nena,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই তোমাকে অনেক ধন্যবাদ তুমি খুব সুন্দর করে উপস্থাপন কর তোমার জন্যে অনেক অনেক  ভালবাসা ও দোয়া রইলো।,Brother thank you very much. You present very nicely for you a lot of love and blessings.,Brother thank you very much. You present very nicely for you a lot of love and blessings.,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.9245}",compound,0.9245
ভাই তোমার উপস্থাপনা খুব সুন্দর 🇧🇩😍,Brother your presentation is very nice 🇧🇩😍,Brother your presentation is very nice flag: Bangladeshsmiling face with heart-eyes,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",neu,0.764
ভাই মআরটি লাইন,Brother,Brother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই মেট্রোরেল এ ওয়াশরুম এ টাকা নেওয়া নিয়ে একটা ভিডিও বানান,Brother Metrorail make a video about taking money at the washroom,Brother Metrorail make a video about taking money at the washroom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই মেট্রোরেল কি শুক্রবার খোলা থাকবে,Brother Metrorail keys will open Friday,Brother Metrorail keys will open Friday,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাই যার নাম বাংলাদেশ যতই ডিজিটাল স্মাট বাংলাদেশ হোক চুরিটা আগে থেকে ঠিক করা থাকে,"Brother whose name is Bangladesh, as much as digital smart Bangladesh, theft is already fixed.","Brother whose name is Bangladesh, as much as digital smart Bangladesh, theft is already fixed.","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",neu,0.838
ভাই সত্যি অনেক ভালো লাগলো...এগিয়ে যাচ্ছে আমাদের বাংলাদেশ।এতো সুন্দর একটি ডকুমেন্টারি তৈরী করার জন্য আপনাকে ধন্যবাদ,Brother really liked ... Our Bangladesh is moving forward. Thank you for creating such a beautiful documentary.,Brother really liked ... Our Bangladesh is moving forward. Thank you for creating such a beautiful documentary.,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.8932}",compound,0.8932
ভাই সম্পূর্ণ মেট্রোরেল( ১ ৬ ) বিষয়ে বড় করে একটি বিস্তারিত ভিডিও দিলে ভালো হয়...🙃🙃🙃,Brother Metrorail (1) is better giving a detailed video on topic ... 1,Brother Metrorail (1) is better giving a detailed video on topic ... 1,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6486}",neu,0.675
ভাইয়া আপনার উপস্থাপনা আমার খুব ভালো লাগে অনেক সুন্দর গুছিয়ে কথা বলেন ব্যাখ্যা দিয়ে সুন্দর কথা বলেন আমার  অনুরোধ আপনার কাছে ঢাকা দক্ষিণ ও উত্তর  সিটি কর্পোরেশন প্রতিটি খেলার মাঠের একটি করে ভিডিও আপনে দেখার ব্যবস্থা করুন আমাদের। আর ঢাকা শহরের  একটি করে ঐতিহ্যবাহী প্রাচীন আমলের স্থাপনা গুলো একটু দেখাবেন এবং আপনার প্রতিবেদনে তুলে ধরবেন। আপনার ক্ষুদ্র   দর্শক হিসাবে আপনি আমার কথা রাখবেন । অগ্রিম ধন্যবাদ আপনাকে ❤,"Brother, your presentation is very good to me, I speak beautifully by explaining my request, my request is to arrange for you to watch one video of each playground in Dhaka South and North City Corporation. And one of the traditional ancient times of Dhaka City will show a little and highlight your report. As your minor visitors you will keep my word. Thank you in advance","Brother, your presentation is very good to me, I speak beautifully by explaining my request, my request is to arrange for you to watch one video of each playground in Dhaka South and North City Corporation. And one of the traditional ancient times of Dhaka City will show a little and highlight your report. As your minor visitors you will keep my word. Thank you in advance","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.8889}",compound,0.8889
ভাইয়া আমি মেট্রো রেল দিয়ে মিরপুর 10 থেকে মতিঝিল কিভাবে যাব,Brother I will go to Motijheel from Mirpur 10 with Metro Rail,Brother I will go to Motijheel from Mirpur 10 with Metro Rail,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়া অর্ধেক করলে যাত্রী চারগুণ হবে,If the rent is half the passenger will be fourfold,If the rent is half the passenger will be fourfold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়া কত,How much is the rent,How much is the rent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়া কমান,Reduce the rent,Reduce the rent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়া কমানো উচিত,Should reduce the rent,Should reduce the rent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়া টা কমানো উচিত,Should reduce the rent,Should reduce the rent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়া ঠিক আছে,The rent is OK,The rent is OK,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.4466}",neu,0.506
ভাড়া যেন মানুষের সীমার মধ্যেই থাকে ❤,The rent is within the limits of human beings,The rent is within the limits of human beings,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভাড়াটা তুলনামূলক বেশি একটু কম হলে সবার জন্য সুবিধা হয় মতিঝিল পর্যন্ত চালু হলে ভাড়া অনেক টাকা পড়বে যেটা দিয়ে যাতায়াত করার সামর্থ্য ম্যাক্সিমামের হবে না,"If the rent is relatively low, the benefit for everyone is to be launched up to Motijheel, the rent will be a lot of money that will not be able to travel through Maximam.","If the rent is relatively low, the benefit for everyone is to be launched up to Motijheel, the rent will be a lot of money that will not be able to travel through Maximam.","{'neg': 0.056, 'neu': 0.824, 'pos': 0.12, 'compound': 0.34}",neu,0.824
ভারত থেকে দেখছি। এগিয়ে যাক বাঙালি।,Watching from India. Let's go ahead.,Watching from India. Let's go ahead.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভারত থেকে বাংলাদেশে আসার জন্য অনেক অনেক অভিনন্দন ও ভালোবাসা অবিরাম দাদা,Many congratulations and love for coming from India to Bangladesh,Many congratulations and love for coming from India to Bangladesh,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.8442}",compound,0.8442
ভারত থেকে বাংলাদেশে এসে ব্লগ বানানোর জন‍্য অভিন্দন👌👌👌💕💕💕,Blogs come from India to Bangladesh,Blogs come from India to Bangladesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভারতে এর চাইতে ও কম বাড়া,In India,In India,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভারতে মেট্রো রেল চালু ৮৪ সালে,Metro Rail launched in India in the 5th,Metro Rail launched in India in the 5th,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.128}",neu,0.824
ভারতের সব মেট্রো স্টেশনে AC আছে,All metro stations in India have AC,All metro stations in India have AC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভারতের সব মেট্রো স্টেশনে এসি আছে ❤️❤️,All metro stations in India have AC,All metro stations in India have AC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভারতের সব মেট্রোতে অক আছে,All metros in India have oak,All metros in India have oak,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
ভারা অতিরিক্ত করা হইসে। এতো টাকা দিয়ে কেন মানুষ বাস রেখে এখানে যাবে,The fear is over. Why do people leave the bus with so much money,The fear is over. Why do people leave the bus with so much money,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5267}",neu,0.732
ভাল লাগলো দাদা। আমাদের দেশে এসে বাংলাদেশকে তুলে ধরার জন্যে। আর আপনার মিস্টি  কথা খুব ভাল লাগছে।,Good grandfather. Come to our country to raise Bangladesh. And your Misty talk is very good.,Good grandfather. Come to our country to raise Bangladesh. And your Misty talk is very good.,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7264}",compound,0.7264
